year,id,age,educ,sex,gunlaw,grass,realinc
2014,996,84,13,2,1,NA,8868.75
2014,997,75,12,2,1,2,15372.5
2014,1008,33,16,2,2,NA,39022.5
2014,1021,41,12,2,NA,1,8868.75
2014,1026,41,11,1,1,NA,21285
2014,1032,47,18,1,1,NA,47300
2014,1035,57,16,2,NA,2,66220
2014,1042,66,12,2,1,2,6503.75
2014,1046,63,14,1,1,1,66220
2014,1048,67,18,1,1,2,66220
2014,1053,47,14,2,NA,1,31927.5
2014,1054,62,18,1,1,1,56760
2014,1069,47,12,2,1,NA,NA
2014,1070,51,13,2,NA,NA,66220
2014,1071,42,16,2,1,NA,26015
2014,1076,25,15,2,2,1,26015
2014,1080,29,15,2,NA,2,5321.25
2014,1082,31,12,1,1,NA,13007.5
2014,1094,58,15,2,NA,1,17737.5
2014,1099,36,15,1,1,1,66220
2014,1101,64,16,1,1,2,NA
2014,1102,33,15,2,2,1,13007.5
2014,1107,60,16,1,2,NA,134817.4399
2014,1110,45,12,1,NA,2,31927.5
2014,1117,44,16,1,NA,NA,56760
2014,1118,27,14,2,1,NA,31927.5
2014,1131,71,16,1,2,2,NA
2014,1147,39,16,2,NA,2,39022.5
2014,1156,33,10,2,1,1,7686.25
2014,1162,52,14,1,NA,1,47300
2014,1171,37,16,2,1,NA,17737.5
2014,1173,30,14,2,1,1,17737.5
2014,1176,38,10,1,NA,1,6503.75
2014,1185,42,14,2,1,1,31927.5
2014,1187,63,12,1,1,NA,8868.75
2014,1188,51,10,1,1,NA,8868.75
2014,1190,51,12,2,1,NA,7686.25
2014,1192,29,16,1,NA,1,26015
2014,1202,45,12,1,NA,1,4257
2014,1203,51,11,1,1,NA,3074.5
2014,1207,52,16,2,NA,2,17737.5
2014,1237,44,15,1,1,NA,26015
2014,1246,68,12,1,NA,2,17737.5
2014,1247,50,12,2,1,2,26015
2014,1261,79,15,2,1,1,39022.5
2014,1272,67,12,1,2,NA,26015
2014,1282,51,13,2,2,1,17737.5
2014,1291,50,12,1,1,1,39022.5
2014,1293,63,16,1,NA,2,5321.25
2014,1296,73,12,2,NA,1,26015
2014,1298,79,16,1,2,NA,31927.5
2014,1307,31,19,2,1,1,2601.5
2014,1320,NA,18,1,NA,NA,NA
2014,1326,63,16,1,NA,1,39022.5
2014,1332,36,12,1,2,NA,26015
2014,1335,23,14,2,2,1,236.5
2014,1339,37,20,2,NA,1,10051.25
2014,1341,29,14,1,NA,1,17737.5
2014,1347,35,14,2,NA,2,47300
2014,1349,42,16,2,1,2,134817.4399
2014,1363,29,15,2,NA,2,31927.5
2014,1365,49,12,1,1,1,17737.5
2014,1371,55,18,2,1,NA,39022.5
2014,1384,57,12,1,NA,2,66220
2014,1385,26,16,1,1,NA,66220
2014,1396,37,18,1,2,1,31927.5
2014,1405,42,18,2,1,NA,31927.5
2014,1408,63,12,1,NA,NA,NA
2014,1410,33,16,1,NA,1,17737.5
2014,1413,55,12,2,NA,2,5321.25
2014,1419,39,16,1,NA,1,47300
2014,1426,33,16,2,1,NA,15372.5
2014,1428,71,15,2,1,1,134817.4399
2014,1433,67,12,2,1,NA,6503.75
2014,1437,37,10,2,NA,2,31927.5
2014,1439,73,12,2,1,NA,7686.25
2014,1440,27,12,1,NA,1,31927.5
2014,1452,32,19,1,1,1,13007.5
2014,1457,39,12,1,NA,1,31927.5
2014,1459,28,14,1,NA,1,15372.5
2014,1466,59,8,2,2,NA,4257
2014,1470,32,16,1,1,1,56760
2014,1471,55,12,1,1,NA,47300
2014,1475,19,12,2,NA,2,11233.75
2014,1484,49,16,1,2,1,134817.4399
2014,1490,51,12,1,NA,1,21285
2014,1491,73,12,1,1,2,NA
2014,1494,59,10,1,NA,1,11233.75
2014,1495,55,13,1,NA,1,39022.5
2014,1507,52,12,2,2,1,134817.4399
2014,1508,60,18,2,1,NA,31927.5
2014,1509,27,13,2,1,1,8868.75
2014,1512,65,9,1,2,NA,47300
2014,1517,21,12,1,1,NA,31927.5
2014,1522,81,16,2,NA,2,6503.75
2014,1534,55,16,2,1,NA,31927.5
2014,1535,30,18,1,NA,2,NA
2014,1538,57,12,2,1,NA,17737.5
2014,1555,52,13,1,1,1,31927.5
2014,1556,65,13,2,NA,1,6503.75
2014,1561,39,12,1,1,NA,6503.75
2014,1562,58,14,2,1,NA,NA
2014,1565,49,12,2,1,NA,13007.5
2014,1567,58,13,1,1,NA,13007.5
2014,1568,60,12,2,1,2,NA
2014,1586,55,12,2,1,1,10051.25
2014,1588,41,0,1,NA,2,13007.5
2014,1591,36,16,2,NA,2,47300
2014,1592,50,20,1,1,NA,31927.5
2014,1594,78,12,2,1,1,11233.75
2014,1595,28,8,1,2,NA,31927.5
2014,1596,65,12,2,1,NA,31927.5
2014,1600,66,18,2,2,NA,39022.5
2014,1601,84,15,1,1,2,26015
2014,1610,30,10,1,2,NA,13007.5
2014,1614,52,14,2,NA,2,13007.5
2014,1624,37,11,2,1,1,4257
2014,1628,NA,10,2,2,2,NA
2014,1631,41,15,2,2,2,21285
2014,1644,58,12,1,2,NA,39022.5
2014,1647,29,14,2,NA,1,31927.5
2014,1652,71,16,1,1,1,134817.4399
2014,1654,79,16,2,1,NA,31927.5
2014,1656,53,11,2,NA,1,13007.5
2014,1658,26,12,2,NA,1,10051.25
2014,1664,31,16,2,NA,2,8868.75
2014,1677,41,14,2,1,2,10051.25
2014,1683,74,10,2,1,2,13007.5
2014,1688,45,12,2,1,2,31927.5
2014,1700,53,12,1,1,NA,21285
2014,1704,56,12,2,2,2,47300
2014,1710,20,12,2,1,NA,946
2014,1719,87,18,2,1,NA,21285
2014,1722,67,16,1,1,NA,21285
2014,1730,46,12,1,1,NA,11233.75
2014,1736,67,17,2,NA,2,39022.5
2014,1738,62,16,1,1,NA,134817.4399
2014,1739,75,11,2,2,2,6503.75
2014,1746,42,16,2,1,NA,39022.5
2014,1778,35,16,1,2,NA,13007.5
2014,1786,65,16,1,2,NA,56760
2014,1788,51,13,1,1,NA,39022.5
2014,1790,40,12,1,NA,2,39022.5
2014,1793,61,14,2,1,1,31927.5
2014,1799,41,14,1,2,NA,56760
2014,1811,35,12,2,NA,2,56760
2014,1813,50,12,1,1,NA,21285
2014,1852,33,16,2,1,1,56760
2014,1864,84,12,1,1,2,NA
2014,1866,58,12,2,1,NA,134817.4399
2014,1867,53,12,1,2,1,66220
2014,1877,57,12,2,NA,2,21285
2014,1879,46,12,2,NA,1,47300
2014,1881,41,12,2,1,1,13007.5
2014,1890,55,13,1,NA,2,66220
2014,1893,37,14,1,NA,1,17737.5
2014,1900,50,18,2,1,NA,26015
2014,1903,80,12,2,1,2,NA
2014,1904,51,12,2,1,NA,3074.5
2014,1906,39,14,1,2,NA,31927.5
2014,1917,66,9,2,NA,2,11233.75
2014,1918,30,17,2,NA,1,31927.5
2014,1919,57,12,2,1,2,47300
2014,1920,55,18,1,2,2,134817.4399
2014,1922,58,13,2,2,1,134817.4399
2014,1926,64,12,1,1,1,56760
2014,1932,45,14,2,1,1,21285
2014,1935,79,12,1,1,2,26015
2014,1939,26,19,2,1,1,21285
2014,1942,65,15,2,NA,2,26015
2014,1945,34,11,1,1,2,4257
2014,1948,82,19,1,NA,1,NA
2014,1954,28,16,1,2,1,10051.25
2014,1955,76,12,2,NA,2,26015
2014,1958,44,15,1,1,1,31927.5
2014,1959,74,9,2,1,2,39022.5
2014,1962,59,18,2,1,2,134817.4399
2014,1963,55,12,2,1,NA,21285
2014,1966,27,14,2,1,NA,11233.75
2014,1975,71,16,2,1,NA,21285
2014,1976,44,11,1,2,NA,21285
2014,1980,28,13,2,NA,2,7686.25
2014,1983,65,6,2,1,2,2128.5
2014,1984,26,12,1,1,1,31927.5
2014,1987,54,13,1,2,2,3547.5
2014,2013,53,14,1,2,NA,31927.5
2014,2015,31,9,2,2,NA,236.5
2014,2021,37,17,2,2,NA,26015
2014,2030,30,11,2,NA,2,11233.75
2014,2033,59,12,2,1,1,5321.25
2014,2038,35,15,2,2,NA,31927.5
2014,2044,53,14,1,1,1,47300
2014,2051,21,14,1,2,2,NA
2014,2052,77,16,2,1,1,17737.5
2014,2057,29,19,2,1,NA,31927.5
2014,2062,24,17,2,1,NA,17737.5
2014,2077,55,12,1,NA,1,66220
2014,2092,25,12,2,NA,1,31927.5
2014,2097,23,13,2,1,NA,946
2014,2098,67,12,2,1,1,13007.5
2014,2100,22,13,1,1,1,2601.5
2014,2102,30,11,2,NA,2,3547.5
2014,2104,39,14,1,1,1,10051.25
2014,2105,56,9,1,NA,2,31927.5
2014,2107,29,6,1,1,1,7686.25
2014,2115,89,12,2,NA,2,7686.25
2014,2120,35,12,1,2,1,NA
2014,2125,37,12,2,1,NA,946
2014,2126,67,16,1,1,NA,5321.25
2014,2128,53,11,2,NA,NA,11233.75
2014,2134,76,9,2,NA,1,26015
2014,2135,68,9,2,NA,1,6503.75
2014,2144,88,9,2,2,1,17737.5
2014,2145,63,9,2,1,NA,NA
2014,2153,70,14,2,1,1,134817.4399
2014,2160,65,12,1,1,NA,134817.4399
2014,2164,24,13,1,2,1,6503.75
2014,2165,20,15,2,2,NA,2128.5
2014,2166,65,16,1,2,NA,31927.5
2014,2167,58,8,1,2,2,5321.25
2014,2171,44,14,2,1,NA,26015
2014,2174,27,12,2,1,NA,NA
2014,2187,27,12,1,2,2,15372.5
2014,2190,32,14,1,1,NA,17737.5
2014,2199,53,12,1,NA,NA,39022.5
2014,2206,32,16,2,2,NA,17737.5
2014,2213,26,11,2,1,1,15372.5
2014,2216,53,9,1,2,NA,6503.75
2014,2219,53,18,2,2,1,13007.5
2014,2223,30,14,1,1,NA,13007.5
2014,2224,47,11,2,1,1,11233.75
2014,2227,32,12,2,2,1,17737.5
2014,2229,29,15,2,2,1,21285
2014,2235,48,18,1,1,NA,56760
2014,2272,41,16,2,1,2,31927.5
2014,2273,70,20,2,2,NA,31927.5
2014,2275,62,12,1,2,2,6503.75
2014,2276,62,16,1,2,NA,47300
2014,2278,30,14,1,NA,2,21285
2014,2286,47,13,2,2,1,31927.5
2014,2304,76,18,1,2,NA,39022.5
2014,2305,70,12,2,2,NA,26015
2014,2309,73,10,1,2,1,21285
2014,2310,78,12,2,1,2,7686.25
2014,2318,33,12,1,1,1,26015
2014,2331,57,14,1,NA,2,21285
2014,2333,39,15,2,NA,1,26015
2014,2334,63,13,2,2,NA,21285
2014,2335,59,8,2,1,2,6503.75
2014,2338,31,12,1,NA,1,5321.25
2014,2345,38,13,1,1,NA,31927.5
2014,2353,19,12,2,1,1,NA
2014,2357,54,12,2,1,2,21285
2014,2360,50,11,2,1,2,6503.75
2014,2361,21,12,2,1,1,7686.25
2014,2367,77,16,2,NA,2,26015
2014,2373,64,12,2,1,1,17737.5
2014,2381,79,16,2,1,2,NA
2014,2384,23,17,2,1,NA,7686.25
2014,2392,54,16,2,2,NA,47300
2014,2403,54,12,1,NA,2,39022.5
2014,2406,47,12,2,1,2,26015
2014,2408,54,18,2,NA,1,21285
2014,2416,26,13,1,1,NA,134817.4399
2014,2417,51,14,1,2,NA,31927.5
2014,2419,57,9,2,1,NA,4257
2014,2423,27,12,2,1,1,134817.4399
2014,2426,31,16,1,1,NA,134817.4399
2014,2429,79,12,2,1,NA,NA
2014,2431,48,15,2,NA,NA,2128.5
2014,2433,67,20,1,NA,2,134817.4399
2014,2448,38,11,2,1,NA,8868.75
2014,2455,62,12,2,1,NA,26015
2014,2458,84,14,1,2,NA,13007.5
2014,2459,26,13,2,1,1,21285
2014,2460,71,14,1,2,NA,39022.5
2014,2473,84,10,2,NA,2,NA
2014,2481,64,12,1,1,1,4257
2014,2486,48,12,2,1,1,6503.75
2014,2493,26,13,2,NA,2,13007.5
2014,2496,83,11,2,2,NA,13007.5
2014,2497,25,14,2,1,NA,8868.75
2014,2502,37,12,2,NA,2,47300
2014,2509,67,14,2,2,NA,17737.5
2014,2510,88,12,2,1,2,5321.25
2014,2512,22,10,1,1,NA,236.5
2014,2528,54,16,1,NA,1,39022.5
2014,2532,82,20,1,NA,1,47300
2014,2537,33,15,2,NA,2,31927.5
2014,2543,71,12,2,1,NA,13007.5
2016,3,72,16,1,1,2,38610
2016,8,23,11,2,1,2,15210
2016,19,31,18,1,NA,1,17550
2016,20,43,13,1,1,NA,12870
2016,23,23,10,2,NA,2,11115
2016,25,25,15,2,1,2,9945
2016,26,76,3,2,NA,2,2574
2016,35,58,12,2,1,NA,21060
2016,43,68,16,2,NA,NA,46800
2016,56,42,16,2,NA,1,74880
2016,65,27,11,2,1,NA,936
2016,66,30,10,1,1,1,15210
2016,69,60,11,2,2,NA,NA
2016,74,70,12,1,NA,1,11115
2016,85,41,16,1,1,1,31590.000000000004
2016,86,52,12,1,1,NA,21060
2016,91,57,12,2,NA,1,11115
2016,96,58,15,1,NA,1,25740
2016,101,58,16,2,1,2,25740
2016,105,29,14,2,1,1,31590.000000000004
2016,107,78,12,2,1,1,15210
2016,108,52,12,2,1,NA,5265
2016,120,69,12,2,NA,NA,NA
2016,132,27,16,2,1,NA,31590.000000000004
2016,138,64,12,2,1,1,6435
2016,139,38,16,2,1,NA,74880
2016,144,47,16,2,1,2,936
2016,149,57,12,2,NA,2,31590.000000000004
2016,151,39,18,1,1,1,131676.6906
2016,152,37,15,2,NA,1,21060
2016,155,58,12,1,1,1,38610
2016,158,46,16,2,2,NA,21060
2016,160,54,12,1,1,NA,46800
2016,163,61,12,2,1,2,6435
2016,165,53,12,2,NA,NA,NA
2016,166,66,11,2,1,NA,NA
2016,172,27,14,1,1,1,8775
2016,180,38,12,2,1,NA,5265
2016,184,32,12,1,NA,1,4212
2016,190,51,1,2,NA,2,7605
2016,194,40,8,2,1,NA,31590.000000000004
2016,196,38,14,1,NA,2,25740
2016,197,79,13,2,2,1,11115
2016,200,30,16,1,1,NA,46800
2016,204,29,16,1,NA,1,56160
2016,211,37,12,1,NA,1,74880
2016,216,77,12,1,1,2,31590.000000000004
2016,225,21,14,1,NA,2,21060
2016,230,72,16,1,NA,1,31590.000000000004
2016,231,70,12,2,1,NA,17550
2016,232,66,16,2,1,2,131676.6906
2016,233,57,18,2,NA,2,131676.6906
2016,235,23,16,1,NA,1,131676.6906
2016,241,37,12,1,NA,2,25740
2016,261,62,20,2,1,NA,31590.000000000004
2016,264,30,13,2,2,NA,1638
2016,267,47,12,2,2,NA,38610
2016,270,75,18,2,NA,1,38610
2016,276,48,15,1,1,1,NA
2016,279,61,14,2,NA,1,25740
2016,290,31,17,2,1,NA,46800
2016,292,61,16,1,NA,2,56160
2016,296,22,12,2,NA,2,12870
2016,299,39,16,2,1,NA,131676.6906
2016,304,40,13,1,1,NA,11115
2016,312,58,16,1,NA,2,131676.6906
2016,315,69,16,1,1,1,31590.000000000004
2016,318,37,12,1,NA,1,11115
2016,325,32,12,2,1,1,234
2016,327,39,12,1,1,2,21060
2016,333,22,15,1,NA,1,65520.00000000001
2016,334,42,13,1,2,NA,31590.000000000004
2016,351,52,14,2,1,1,17550
2016,352,36,18,2,1,NA,131676.6906
2016,359,36,14,2,1,2,31590.000000000004
2016,370,47,13,1,2,1,12870
2016,372,47,18,2,NA,2,131676.6906
2016,373,64,12,1,2,2,NA
2016,376,34,16,2,NA,1,31590.000000000004
2016,377,31,12,1,NA,2,25740
2016,378,29,16,2,1,NA,25740
2016,386,56,16,2,1,NA,46800
2016,388,29,16,2,NA,2,17550
2016,391,65,16,2,1,2,12870
2016,394,49,14,1,NA,1,46800
2016,395,25,16,1,1,1,15210
2016,407,53,12,2,NA,1,65520.00000000001
2016,409,43,16,2,1,NA,131676.6906
2016,424,53,20,2,1,1,131676.6906
2016,425,70,18,2,NA,1,46800
2016,428,47,18,1,1,NA,131676.6906
2016,429,27,10,1,NA,1,46800
2016,445,28,12,1,1,NA,31590.000000000004
2016,449,49,16,1,1,NA,131676.6906
2016,455,65,17,1,1,NA,12870
2016,459,48,18,2,NA,1,131676.6906
2016,460,81,12,1,1,NA,NA
2016,461,58,20,2,1,1,131676.6906
2016,465,31,19,1,2,1,31590.000000000004
2016,470,59,16,1,1,NA,131676.6906
2016,479,61,12,2,1,NA,21060
2016,481,48,14,1,1,NA,4212
2016,485,61,14,2,NA,2,65520.00000000001
2016,492,72,10,2,NA,1,NA
2016,496,50,12,1,1,NA,15210
2016,500,33,12,2,NA,1,5265
2016,501,58,13,2,2,NA,25740
2016,509,55,16,2,1,NA,131676.6906
2016,510,42,16,2,1,2,56160
2016,512,68,18,2,1,NA,25740
2016,514,32,12,1,2,NA,46800
2016,520,34,10,2,NA,1,31590.000000000004
2016,521,58,13,1,1,NA,46800
2016,524,33,16,2,1,NA,131676.6906
2016,528,33,18,1,1,1,131676.6906
2016,536,76,17,2,1,NA,46800
2016,538,31,12,2,1,2,15210
2016,542,58,18,2,1,1,NA
2016,552,41,7,1,2,1,936
2016,557,47,12,2,1,NA,56160
2016,558,72,15,2,1,NA,46800
2016,561,45,6,2,2,2,3510
2016,566,57,12,2,1,NA,21060
2016,568,28,14,1,1,NA,25740
2016,570,64,9,2,1,1,21060
2016,572,63,16,1,2,NA,46800
2016,579,66,12,2,NA,2,11115
2016,581,42,12,1,1,1,38610
2016,587,55,12,1,NA,2,1638
2016,596,72,20,2,1,2,38610
2016,602,25,12,2,NA,1,31590.000000000004
2016,609,47,20,2,1,NA,131676.6906
2016,620,31,16,2,NA,2,46800
2016,622,68,12,2,NA,1,NA
2016,625,57,16,2,NA,1,31590.000000000004
2016,628,36,16,2,NA,1,131676.6906
2016,629,79,20,2,1,NA,15210
2016,640,67,12,2,NA,1,65520.00000000001
2016,665,61,12,2,1,NA,56160
2016,674,28,12,2,NA,NA,12870
2016,675,33,11,2,1,NA,17550
2016,690,27,12,1,1,1,25740
2016,697,42,7,1,NA,2,46800
2016,702,22,15,1,1,NA,38610
2016,706,36,19,2,NA,1,12870
2016,708,54,9,1,NA,NA,25740
2016,714,44,0,1,1,2,9945
2016,715,22,12,2,NA,1,17550
2016,739,77,13,2,2,NA,15210
2016,743,61,12,1,1,2,8775
2016,756,67,11,2,2,NA,NA
2016,758,68,14,1,1,NA,74880
2016,761,44,11,2,NA,1,56160
2016,767,20,13,2,NA,1,25740
2016,772,65,13,1,1,1,31590.000000000004
2016,781,21,13,2,1,2,38610
2016,817,69,16,2,1,NA,7605
2016,828,39,11,2,2,NA,11115
2016,833,68,12,1,1,NA,56160
2016,836,33,18,2,2,NA,74880
2016,852,26,16,1,NA,1,21060
2016,854,44,12,2,1,2,2106
2016,856,63,11,1,1,1,9945
2016,866,61,16,2,1,1,21060
2016,867,46,15,2,1,NA,15210
2016,870,35,16,2,1,1,56160
2016,873,54,NA,1,2,NA,NA
2016,875,22,13,2,NA,1,21060
2016,901,33,16,2,2,NA,25740
2016,908,47,12,2,NA,1,46800
2016,910,76,9,2,NA,2,7605
2016,923,66,17,1,2,NA,46800
2016,924,60,16,1,NA,1,56160
2016,925,19,12,2,1,NA,131676.6906
2016,931,70,12,2,1,2,11115
2016,932,20,11,2,NA,1,21060
2016,933,33,9,2,1,2,3042
2016,934,51,12,1,1,NA,25740
2016,940,27,17,2,2,NA,15210
2016,944,38,16,2,NA,2,56160
2016,973,56,12,1,2,NA,NA
2016,975,27,13,1,1,NA,NA
2016,977,25,12,2,NA,1,11115
2016,978,56,16,1,2,NA,5265
2016,989,60,12,1,2,NA,25740
2016,991,84,6,1,1,2,NA
2016,993,68,12,1,NA,2,46800
2016,999,69,8,1,1,2,38610
2016,1002,67,16,1,2,NA,38610
2016,1004,45,20,2,2,NA,74880
2016,1012,22,12,1,2,1,8775
2016,1026,40,18,1,2,NA,56160
2016,1031,58,20,1,NA,1,56160
2016,1045,43,16,2,1,NA,74880
2016,1052,30,17,1,1,NA,25740
2016,1053,70,15,1,NA,1,17550
2016,1054,70,13,2,1,1,21060
2016,1060,31,12,2,1,NA,6435
2016,1062,27,12,2,1,NA,7605
2016,1063,47,12,1,1,2,9945
2016,1064,35,14,1,1,1,11115
2016,1067,31,15,1,1,1,7605
2016,1070,26,13,1,1,1,17550
2016,1077,82,10,1,1,2,8775
2016,1082,35,16,2,1,NA,12870
2016,1090,66,20,2,1,NA,25740
2016,1093,38,11,1,NA,1,15210
2016,1095,43,14,2,1,1,38610
2016,1097,39,12,1,1,1,25740
2016,1098,23,15,2,NA,1,131676.6906
2016,1102,77,12,1,1,NA,6435
2016,1104,39,13,2,1,2,46800
2016,1119,82,15,2,NA,2,9945
2016,1131,31,14,1,2,1,56160
2016,1132,43,13,1,2,NA,46800
2016,1139,48,11,2,2,2,9945
2016,1141,26,14,1,1,NA,25740
2016,1146,35,12,1,NA,1,31590.000000000004
2016,1147,49,17,2,1,2,25740
2016,1153,42,7,1,1,2,936
2016,1158,46,12,2,1,NA,NA
2016,1161,53,12,1,NA,2,25740
2016,1167,40,15,1,NA,1,25740
2016,1169,40,16,2,NA,1,31590.000000000004
2016,1172,37,19,2,1,1,131676.6906
2016,1177,67,17,2,1,NA,6435
2016,1182,67,13,2,NA,1,131676.6906
2016,1187,26,15,1,1,1,17550
2016,1218,22,14,1,NA,1,6435
2016,1221,55,17,2,1,1,17550
2016,1231,21,14,2,NA,1,38610
2016,1235,40,12,1,2,NA,25740
2016,1237,51,14,1,1,1,131676.6906
2016,1238,40,16,1,NA,2,65520.00000000001
2016,1240,45,16,1,2,NA,NA
2016,1242,23,12,1,NA,1,46800
2016,1243,26,20,1,1,1,21060
2016,1248,49,12,1,1,1,56160
2016,1253,42,18,2,NA,1,21060
2016,1268,26,12,1,1,1,8775
2016,1271,77,8,2,1,NA,4212
2016,1273,54,16,1,1,1,31590.000000000004
2016,1274,29,8,1,NA,1,131676.6906
2016,1275,52,13,1,1,NA,3510
2016,1283,67,12,1,2,NA,3510
2016,1284,23,16,2,1,1,6435
2016,1297,29,13,2,2,NA,17550
2016,1298,52,16,2,NA,2,46800
2016,1302,31,19,2,NA,1,131676.6906
2016,1309,57,12,1,NA,1,5265
2016,1312,26,12,2,NA,1,31590.000000000004
2016,1319,85,12,2,1,NA,NA
2016,1339,77,10,2,1,NA,NA
2016,1340,36,12,1,NA,1,25740
2016,1343,24,12,1,NA,NA,7605
2016,1351,72,12,2,NA,2,15210
2016,1354,30,15,2,NA,2,65520.00000000001
2016,1356,43,12,1,2,NA,17550
2016,1357,80,15,2,1,NA,21060
2016,1358,80,14,1,2,2,NA
2016,1359,22,12,1,1,1,56160
2016,1362,41,16,1,1,NA,46800
2016,1365,40,8,2,1,1,17550
2016,1366,66,12,2,NA,1,NA
2016,1368,87,12,2,2,2,9945
2016,1377,25,16,2,1,2,6435
2016,1378,20,13,1,NA,1,936
2016,1385,53,16,1,1,1,131676.6906
2016,1393,67,18,2,1,2,31590.000000000004
2016,1396,51,15,2,NA,1,21060
2016,1404,44,12,2,2,1,3042
2016,1409,38,6,1,2,1,21060
2016,1415,25,13,1,NA,1,65520.00000000001
2016,1417,84,12,2,2,1,NA
2016,1419,54,16,2,NA,2,131676.6906
2016,1430,57,20,2,NA,2,46800
2016,1432,31,14,1,1,NA,31590.000000000004
2016,1437,50,12,1,1,1,46800
2016,1460,24,16,1,NA,1,9945
2016,1461,63,13,2,1,NA,12870
2016,1462,22,15,1,NA,1,5265
2016,1468,61,18,1,NA,2,65520.00000000001
2016,1470,63,14,2,1,NA,21060
2016,1481,57,16,2,1,NA,31590.000000000004
2016,1486,50,20,1,1,NA,17550
2016,1487,29,11,1,NA,2,25740
2016,1496,25,15,2,1,NA,5265
2016,1500,44,14,1,1,1,31590.000000000004
2016,1501,55,18,2,NA,1,56160
2016,1506,46,12,1,1,2,NA
2016,1510,50,16,2,1,1,25740
2016,1511,79,16,2,1,1,25740
2016,1512,29,16,1,NA,2,NA
2016,1515,23,12,2,NA,2,15210
2016,1522,55,12,1,1,NA,9945
2016,1523,47,16,1,1,NA,56160
2016,1527,57,16,2,NA,1,4212
2016,1536,53,18,1,1,NA,31590.000000000004
2016,1540,43,13,1,1,2,8775
2016,1545,33,8,1,NA,1,11115
2016,1546,66,18,1,1,NA,31590.000000000004
2016,1548,40,12,2,NA,1,234
2016,1552,54,16,1,NA,1,74880
2016,1553,24,14,1,1,NA,6435
2016,1556,26,12,1,2,NA,17550
2016,1567,66,11,2,1,NA,6435
2016,1583,32,14,1,1,1,21060
2016,1590,59,14,2,1,NA,38610
2016,1607,35,13,2,NA,1,5265
2016,1621,31,16,2,NA,2,NA
2016,1622,51,12,2,1,1,12870
2016,1627,58,12,2,2,2,31590.000000000004
2016,1629,19,11,2,NA,2,131676.6906
2016,1631,34,12,2,1,NA,9945
2016,1637,45,18,2,NA,NA,25740
2016,1642,59,11,1,NA,1,31590.000000000004
2016,1646,73,19,2,NA,2,46800
2016,1649,86,13,2,1,NA,31590.000000000004
2016,1678,52,18,1,1,1,31590.000000000004
2016,1686,81,12,1,2,NA,11115
2016,1688,42,12,1,NA,1,15210
2016,1694,31,13,2,NA,2,NA
2016,1716,46,14,1,NA,2,NA
2016,1724,19,12,1,1,1,1638
2016,1730,31,14,2,2,1,7605
2016,1734,76,15,2,1,1,21060
2016,1735,27,14,2,NA,NA,NA
2016,1746,28,16,1,2,NA,46800
2016,1751,69,14,2,2,NA,17550
2016,1761,61,8,1,NA,2,936
2016,1762,58,5,1,NA,2,NA
2016,1765,44,12,2,NA,1,1638
2016,1773,25,16,2,1,1,NA
2016,1774,39,16,2,1,NA,25740
2016,1780,58,12,2,2,1,9945
2016,1787,50,12,1,2,NA,25740
2016,1788,55,14,2,1,1,4212
2016,1793,23,12,1,NA,1,11115
2016,1794,73,18,2,2,NA,31590.000000000004
2016,1798,40,14,2,2,NA,21060
2016,1812,48,14,1,1,1,31590.000000000004
2016,1829,53,14,2,2,NA,9945
2016,1830,28,12,1,2,1,NA
2016,1834,52,11,2,NA,2,9945
2016,1836,74,16,2,1,NA,NA
2016,1839,45,14,1,NA,1,25740
2016,1841,77,12,2,1,NA,21060
2016,1847,49,15,1,2,1,8775
2016,1849,27,12,2,2,NA,15210
2016,1850,24,12,1,2,1,12870
2016,1852,35,14,2,NA,1,46800
2016,1853,39,16,2,NA,1,17550
2016,1855,22,16,2,NA,1,11115
2016,1856,70,12,1,1,NA,936
2016,1857,33,14,1,1,1,21060
2016,1862,57,16,2,NA,2,21060
2016,1867,58,14,2,1,1,NA
2016,1872,36,12,1,NA,1,6435
2016,1873,62,12,1,1,NA,25740
2016,1874,38,13,1,1,1,5265
2016,1881,72,15,1,2,1,31590.000000000004
2016,1886,54,10,2,1,NA,8775
2016,1893,43,14,1,2,NA,46800
2016,1905,44,16,2,NA,2,25740
2016,1907,53,12,2,NA,2,21060
2016,1909,25,13,2,1,1,17550
2016,1923,54,14,2,2,NA,4212
2016,1929,55,16,2,NA,2,38610
2016,1930,51,10,1,1,NA,4212
2016,1939,39,13,2,1,NA,25740
2016,1944,50,10,1,NA,1,234
2016,1946,72,8,1,2,1,234
2016,1952,35,12,1,NA,1,25740
2016,1956,33,12,1,NA,1,1638
2016,1959,82,7,2,1,NA,17550
2016,1961,65,12,2,2,NA,131676.6906
2016,1966,33,19,1,1,2,131676.6906
2016,1972,57,13,2,1,NA,21060
2016,1977,62,13,1,NA,1,9945
2016,1980,60,7,1,NA,NA,5265
2016,1993,40,14,1,2,NA,8775
2016,1998,54,17,2,NA,1,46800
2016,1999,61,13,1,1,1,21060
2016,2001,29,19,2,2,NA,NA
2016,2003,74,12,2,NA,2,11115
2016,2014,85,19,1,NA,1,17550
2016,2016,30,15,1,2,NA,131676.6906
2016,2020,62,14,1,1,NA,21060
2016,2024,71,16,2,1,NA,NA
2016,2037,89,17,1,NA,2,56160
2016,2038,23,12,1,2,NA,3510
2016,2044,63,12,2,1,NA,56160
2016,2046,47,15,2,2,1,5265
2016,2047,22,12,2,NA,1,12870
